"Hex","Dec","InvDec","Symbol","Description"
"00000238","568","-4294966728","ERROR_LOGON_SERVER_CONFLICT","The Netlogon service cannot start because another Netlogon service running in the domain conflicts with the specified role."
"00000239","569","-4294966727","ERROR_SYNCHRONIZATION_REQUIRED","The SAM database on a Windows Server is signifiCan'tly out of synchronization with the copy on the Domain Controller. A complete synchronization is required."
"0000023A","570","-4294966726","ERROR_NET_OPEN_FAILED","The NtCreateFile API failed. This error should never be returned to an application - it is a place holder for the Windows Lan Manager Redirector to use in its internal error mapping routines."
"0000023B","571","-4294966725","ERROR_IO_PRIVILEGE_FAILED","{Privilege Failed} The I/O permissions for the process could not be changed."
"0000023C","572","-4294966724","ERROR_CONTROL_C_EXIT","{Application Exit by CTRL+C} The application terminated as a result of a CTRL+C."
"0000023D","573","-4294966723","ERROR_MISSING_SYSTEMFILE","{Missing System File} The required system file %hs is bad or missing."
"0000023E","574","-4294966722","ERROR_UNHANDLED_EXCEPTION","{Application Error} The exception %s."
"0000023F","575","-4294966721","ERROR_APP_INIT_FAILURE","{Application Error} The application was unable to start correctly."
"00000240","576","-4294966720","ERROR_PAGEFILE_CREATE_FAILED","{Unable to Create Paging File} The creation of the paging file %hs failed."
"00000241","577","-4294966719","ERROR_INVALID_IMAGE_HASH","Windows cannot verify the digital signature for this file. A recent hardware or software change might have installed a file that is signed incorrectly or damaged - or that might be malicious software from an unknown source."
"00000242","578","-4294966718","ERROR_NO_PAGEFILE","{No Paging File Specified} No paging file was specified in the system configuration."
"00000243","579","-4294966717","ERROR_ILLEGAL_FLOAT_CONTEXT","{EXCEPTION} A real-mode application issued a floating-point instruction and floating-point hardware is not present."
"00000244","580","-4294966716","ERROR_NO_EVENT_PAIR","An event pair synchronization operation was performed using the thread specific client/server event pair object - but no event pair object was associated with the thread."
"00000245","581","-4294966715","ERROR_DOMAIN_CTRLR_CONFIG_ERROR","A Windows Server has an incorrect configuration."
"00000246","582","-4294966714","ERROR_ILLEGAL_CHARACTER","An illegal character was encountered. For a multi-byte character set this includes a lead byte without a succeeding trail byte. For the Unicode character set this includes the characters 00000FFFF and 00000FFFE."
"00000247","583","-4294966713","ERROR_UNDEFINED_CHARACTER","The Unicode character is not defined in the Unicode character set installed on the system."
"00000248","584","-4294966712","ERROR_FLOPPY_VOLUME","The paging file cannot be created on a floppy diskette."
"00000249","585","-4294966711","ERROR_BIOS_FAILED_TO_CONNECT_INTERRUPT","The system BIOS failed to connect a system interrupt to the device or bus for which the device is connected."
"0000024A","586","-4294966710","ERROR_BACKUP_CONTROLLER","This operation is only allowed for the Primary Domain Controller of the domain."
"0000024B","587","-4294966709","ERROR_MUTANT_LIMIT_EXCEEDED","An attempt was made to acquire a mutant such that its maximum count would have been exceeded."
"0000024C","588","-4294966708","ERROR_FS_DRIVER_REQUIRED","A volume has been accessed for which a file system driver is required that has not yet been loaded."
"0000024D","589","-4294966707","ERROR_CANNOT_LOAD_REGISTRY_FILE","{Registry File Failure} The registry cannot load the hive."
"0000024E","590","-4294966706","ERROR_DEBUG_ATTACH_FAILED","{Unexpected Failure in DebugActiveProcess} An unexpected failure occurred while processing a DebugActiveProcess API request. You may choose OK to terminate the process - or Cancel to ignore the error."
"0000024F","591","-4294966705","ERROR_SYSTEM_PROCESS_TERMINATED","{Fatal System Error} The %hs system process terminated unexpectedly with a status of 00000%08x."
"00000250","592","-4294966704","ERROR_DATA_NOT_ACCEPTED","{Data Not Accepted} The TDI client could not handle the data received during an indication."
"00000251","593","-4294966703","ERROR_VDM_HARD_ERROR","NTVDM encountered a hard error."
"00000252","594","-4294966702","ERROR_DRIVER_CANCEL_TIMEOUT","{Cancel Timeout} The driver %hs failed to complete a cancelled I/O request in the allotted time."
"00000253","595","-4294966701","ERROR_REPLY_MESSAGE_MISMATCH","{Reply Message Mismatch} An attempt was made to reply to an LPC message - but the thread specified by the client ID in the message was not waiting on that message."
"00000254","596","-4294966700","ERROR_LOST_WRITEBEHIND_DATA","{Delayed Write Failed} Windows was unable to save all the data for the file %hs. The data has been lost. This error may be caused by a failure of your computer hardware or network connection. Please try to save this file elsewhere."
"00000255","597","-4294966699","ERROR_CLIENT_SERVER_PARAMETERS_INVALID","The parameter(s) passed to the server in the client/server shared memory window were invalid. Too much data may have been put in the shared memory window."
"00000256","598","-4294966698","ERROR_NOT_TINY_STREAM","The stream is not a tiny stream."
"00000257","599","-4294966697","ERROR_STACK_OVERFLOW_READ","The request must be handled by the stack overflow code."
"00000258","600","-4294966696","ERROR_CONVERT_TO_LARGE","Internal OFS status codes indicating how an allocation operation is handled. Either it is retried after the containing onode is moved or the extent stream is converted to a large stream."
"00000259","601","-4294966695","ERROR_FOUND_OUT_OF_SCOPE","The attempt to find the object found an object matching by ID on the volume but it is out of the scope of the handle used for the operation."
"0000025A","602","-4294966694","ERROR_ALLOCATE_BUCKET","The bucket array must be grown. Retry transaction after doing so."
"0000025B","603","-4294966693","ERROR_MARSHALL_OVERFLOW","The user/kernel marshalling buffer has overflowed."
"0000025C","604","-4294966692","ERROR_INVALID_VARIANT","The supplied variant structure contains invalid data."
"0000025D","605","-4294966691","ERROR_BAD_COMPRESSION_BUFFER","The specified buffer contains ill-formed data."
"0000025E","606","-4294966690","ERROR_AUDIT_FAILED","{Audit Failed} An attempt to generate a security audit failed."
"0000025F","607","-4294966689","ERROR_TIMER_RESOLUTION_NOT_SET","The timer resolution was not previously set by the current process."
"00000260","608","-4294966688","ERROR_INSUFFICIENT_LOGON_INFO","There is insufficient account information to log you on."
"00000261","609","-4294966687","ERROR_BAD_DLL_ENTRYPOINT","{Invalid DLL Entrypoint} The dynamic link library %hs is not written correctly. The stack pointer has been left in an inconsistent state. The entrypoint should be declared as WINAPI or STDCALL. Select YES to fail the DLL load. Select NO to continue execution. Selecting NO may cause the application to operate incorrectly."
"00000262","610","-4294966686","ERROR_BAD_SERVICE_ENTRYPOINT","{Invalid Service Callback Entrypoint} The %hs service is not written correctly. The stack pointer has been left in an inconsistent state. The callback entrypoint should be declared as WINAPI or STDCALL. Selecting OK will cause the service to continue operation. However - the service process may operate incorrectly."
"00000263","611","-4294966685","ERROR_IP_ADDRESS_CONFLICT1","There is an IP address conflict with another system on the network."
"00000264","612","-4294966684","ERROR_IP_ADDRESS_CONFLICT2","There is an IP address conflict with another system on the network."
"00000265","613","-4294966683","ERROR_REGISTRY_QUOTA_LIMIT","{Low On Registry Space} The system has reached the maximum size allowed for the system part of the registry. Additional storage requests will be ignored."
"00000266","614","-4294966682","ERROR_NO_CALLBACK_ACTIVE","A callback return system service cannot be executed when no callback is active."
"00000267","615","-4294966681","ERROR_PWD_TOO_SHORT","The password provided is too short to meet the policy of your user account. Please choose a longer password."
"00000268","616","-4294966680","ERROR_PWD_TOO_RECENT","The policy of your user account does not allow you to change passwords too frequently. This is done to prevent users from changing back to a familiar - but potentially discovered - password. If you feel your password has been compromised then please contact your administrator immediately to have a new one assigned."
"00000269","617","-4294966679","ERROR_PWD_HISTORY_CONFLICT","You have attempted to change your password to one that you have used in the past. The policy of your user account does not allow this. Please select a password that you have not previously used."
"0000026A","618","-4294966678","ERROR_UNSUPPORTED_COMPRESSION","The specified compression format is unsupported."
"0000026B","619","-4294966677","ERROR_INVALID_HW_PROFILE","The specified hardware profile configuration is invalid."
"0000026C","620","-4294966676","ERROR_INVALID_PLUGPLAY_DEVICE_PATH","The specified Plug and Play registry device path is invalid."
"0000026D","621","-4294966675","ERROR_QUOTA_LIST_INCONSISTENT","The specified quota list is internally inconsistent with its descriptor."
"0000026E","622","-4294966674","ERROR_EVALUATION_EXPIRATION","{Windows Evaluation Notification} The evaluation period for this installation of Windows has expired. This system will shutdown in 1 hour. To restore access to this installation of Windows - please upgrade this installation using a licensed distribution of this product."
"0000026F","623","-4294966673","ERROR_ILLEGAL_DLL_RELOCATION","{Illegal System DLL Relocation} The system DLL %hs was relocated in memory. The application will not run properly. The relocation occurred because the DLL %hs occupied an address range reserved for Windows system DLLs. The vendor supplying the DLL should be contacted for a new DLL."
"00000270","624","-4294966672","ERROR_DLL_INIT_FAILED_LOGOFF","{DLL Initialization Failed} The application failed to initialize because the window station is shutting down."
"00000271","625","-4294966671","ERROR_VALIDATE_CONTINUE","The validation process needs to continue on to the next step."
"00000272","626","-4294966670","ERROR_NO_MORE_MATCHES","There are no more matches for the current index enumeration."
"00000273","627","-4294966669","ERROR_RANGE_LIST_CONFLICT","The range could not be added to the range list because of a conflict."
"00000274","628","-4294966668","ERROR_SERVER_SID_MISMATCH","The server process is running under a SID different than that required by client."
"00000275","629","-4294966667","ERROR_CANT_ENABLE_DENY_ONLY","A group marked use for deny only cannot be enabled."
"00000276","630","-4294966666","ERROR_FLOAT_MULTIPLE_FAULTS","{EXCEPTION} Multiple floating point faults."
"00000277","631","-4294966665","ERROR_FLOAT_MULTIPLE_TRAPS","{EXCEPTION} Multiple floating point traps."
"00000278","632","-4294966664","ERROR_NOINTERFACE","The requested interface is not supported."
"00000279","633","-4294966663","ERROR_DRIVER_FAILED_SLEEP","{System Standby Failed} The driver %hs does not support standby mode. Updating this driver may allow the system to go to standby mode."
"0000027A","634","-4294966662","ERROR_CORRUPT_SYSTEM_FILE","The system file %1 has become corrupt and has been replaced."
"0000027B","635","-4294966661","ERROR_COMMITMENT_MINIMUM","{Virtual Memory Minimum Too Low} Your system is low on virtual memory. Windows is increasing the size of your virtual memory paging file. During this process - memory requests for some applications may be denied. For more information - see Help."
"0000027C","636","-4294966660","ERROR_PNP_RESTART_ENUMERATION","A device was removed so enumeration must be restarted."
"0000027D","637","-4294966659","ERROR_SYSTEM_IMAGE_BAD_SIGNATURE","{Fatal System Error} The system image %s is not properly signed. The file has been replaced with the signed file. The system has been shut down."
"0000027E","638","-4294966658","ERROR_PNP_REBOOT_REQUIRED","Device will not start without a reboot."
"0000027F","639","-4294966657","ERROR_INSUFFICIENT_POWER","There is not enough power to complete the requested operation."
"00000280","640","-4294966656","ERROR_MULTIPLE_FAULT_VIOLATION","ERROR_MULTIPLE_FAULT_VIOLATION."
